20230	1	119	CHK	13
20231	1	119	TSP	19
20232	1	119	DDG	6
20233	1	119	RTR	8
20234	1	119	ROE	18
20235	1	119	ONS	18
20236	1	119	M11	4
20237	1	119	ISD	17
20238	1	119	ALA	27
20239	1	119	MBS	1
20240	1	119	NPH	2
20241	1	119	M13	24
20242	1	119	LRW	22
20243	1	88	MRD	4
20244	1	120	AVR	1
20245	1	120	SHM	8
20246	1	120	ZEN	26
20247	1	120	SOM	17
20248	1	120	RAV	17
20249	1	120	CHK	12
20250	1	120	TSP	6
20251	1	120	RTR	8
20252	1	120	ROE	11
20253	1	120	ONS	18
20254	1	120	M11	3
20255	1	120	ISD	16
20256	1	120	ALA	20
20257	1	120	MBS	5
20258	1	120	M13	21
20259	1	120	LRW	8
20260	1	120	DDI	11
20261	1	94	M13	2
20262	1	95	M11	1
20263	1	95	DST	3
20264	1	121	HOP	18
20265	1	121	AVR	6
20266	1	121	SHM	30
20267	1	121	ZEN	14
20268	1	121	SOM	13
20269	1	121	RAV	18
20270	1	121	ARC	17
20271	1	121	CHK	12
20272	1	121	TSP	16
20273	1	121	CMD	8
20274	1	121	DDG	24
20275	1	121	RTR	8
20276	1	121	ROE	11
20277	1	121	ONS	18
20278	1	121	M11	3
20279	1	121	ISD	15
20280	1	121	ALA	23
20281	1	121	PD2	21
20282	1	121	MBS	8
20283	1	121	NPH	1
20284	1	121	M13	20
20285	1	121	DDI	25
20286	1	121	LRW	18
20287	1	122	HOP	9
20288	1	122	AVR	5
20289	1	122	SHM	8
20290	1	122	ZEN	13
20291	1	122	SOM	39
20292	1	122	RAV	30
20293	1	122	ARC	5
20294	1	122	CHK	12
20295	1	122	TSP	17
20296	1	122	CMD	8
20297	1	122	DDG	12
20298	1	122	RTR	8
20299	1	122	ROE	20
20300	1	122	ONS	17
20301	1	122	M11	4
20302	1	122	ISD	14
20303	1	122	ALA	24
20304	1	122	MBS	2
20305	1	122	NPH	3
20306	1	122	M13	19
20307	1	122	DDI	7
20308	1	122	LRW	32
20309	1	108	M10	1
20310	1	109	CMD	1
20311	1	126	AVR	1
20312	1	126	SHM	32
20313	1	126	ZEN	13
20314	1	126	SOM	12
20315	1	126	RAV	8
20316	1	126	CHK	11
20317	1	126	TSP	16
20318	1	126	CMD	8
20319	1	126	RTR	7
20320	1	126	ROE	12
20321	1	126	ONS	19
20322	1	126	M11	4
20323	1	126	ISD	14
20324	1	126	ALA	18
20325	1	126	MBS	4
20326	1	126	NPH	3
20327	1	126	M13	24
20328	1	126	LRW	9
20329	1	316	MMQ	1
20330	1	372	ATQ	2
20331	1	372	6ED	2
20332	1	394	M11	3
20333	1	394	MRD	1
20334	1	395	M13	1
20335	1	438	9ED	1
20336	1	438	CHR	3
20337	1	439	CHR	4
20338	1	440	9ED	1
20339	1	440	CHR	2
20340	1	440	5ED	1
20341	1	762	MBS	3
20342	1	483	INV	4
20343	1	656	8ED	1
20344	1	462	TSB	1
20345	1	465	CMD	1
20346	1	469	7ED	1
20347	1	616	ONS	1
20348	1	721	PD2	1
20349	1	742	HOP	1
20350	1	696	5ED	1
20351	1	544	TSB	1
20352	1	531	5DN	2
20353	1	842	DRK	1
20354	1	856	TSB	1
20355	1	793	TSB	1
20356	1	765	DRK	2
20357	1	820	PD2	1
20358	1	834	7ED	1
20359	1	803	RAV	3
20360	1	804	DRK	1
20361	1	818	DRK	1
20362	1	859	DRK	1
20363	1	873	M13	1
20364	1	962	TSB	4
20365	1	886	FEM	1
20366	1	901	FEM	1
20367	1	946	M12	3
20368	1	924	FEM	1
20369	1	927	FEM	1
20370	1	928	FEM	1
20371	1	929	FEM	1
20372	1	930	FEM	3
20373	1	931	FEM	1
20374	1	932	TSB	2
20375	1	933	FEM	1
20376	1	938	FEM	4
20377	1	1060	ICE	4
20378	1	986	7ED	1
20379	1	986	8ED	1
20380	1	1001	6ED	1
20381	1	1016	M12	4
20382	1	1016	DD2	1
20383	1	1020	ICE	1
20384	1	1036	M11	1
20385	1	1036	M10	4
20386	1	1296	DDD	2
20387	1	1165	ICE	3
20388	1	1169	ICE	1
20389	1	1171	TSB	1
20390	1	1142	7ED	2
20391	1	1142	6ED	1
20392	1	1441	HML	2
20393	1	1441	DDD	2
20394	1	1562	DDG	1
20395	1	1541	PD2	1
20396	1	1518	TSB	1
20397	1	1519	ALL	1
20398	1	1658	M11	4
20399	1	1658	ONS	3
20400	1	1658	M13	3
20401	1	1663	TSB	1
20402	1	1675	DDG	2
20403	1	1790	DDI	1
20404	1	1792	ISD	4
20405	1	1800	MIR	1
20406	1	1601	MIR	4
20407	1	1755	MIR	1
20408	1	1758	MIR	1
20409	1	1770	MIR	4
20410	1	1895	MIR	1
20411	1	1608	PD2	1
20412	1	1611	MIR	1
20413	1	1619	DDG	1
20414	1	1627	M13	1
20415	1	1629	MIR	1
20416	1	1860	HOP	1
20417	1	1860	M10	5
20418	1	1860	10E	2
20419	1	1876	ARC	2
20420	1	1742	HOP	1
20421	1	1742	GPT	1
20422	1	1742	ARC	1
20423	1	1683	MIR	1
20424	1	1713	DDI	1
20425	1	1714	DDG	2
20426	1	1697	MIR	1
20427	1	1699	MIR	1
20428	1	1706	MIR	1
20429	1	2004	AVR	1
20430	1	2012	M11	1
20431	1	1932	M11	4
20432	1	1934	VIS	1
20433	1	1938	RTR	3
20434	1	1946	VIS	4
20435	1	1919	10E	1
20436	1	1919	VIS	1
20437	1	1982	PD2	1
20438	1	1993	VIS	1
20439	1	1994	HOP	1
20440	1	1971	ZEN	4
20441	1	1974	DDD	1
20442	1	1975	VIS	1
20443	1	2067	VIS	1
20444	1	2069	WWK	4
20445	1	2227	9ED	1
20446	1	2139	M10	1
20447	1	2146	M10	3
20448	1	2150	EXO	1
20449	1	2155	DGM	6
20450	1	2155	M13	4
20451	1	2155	M10	3
20452	1	2073	M11	1
20453	1	2083	M11	4
20454	1	2108	M11	1
20455	1	2108	RTR	2
20456	1	2108	M13	2
20457	1	2108	M10	4
20458	1	2185	HOP	1
20459	1	2185	10E	1
20460	1	2200	M11	1
20461	1	2200	M10	5
20462	1	2206	M10	4
20463	1	2212	7ED	1
20464	1	2177	M11	1
20465	1	2184	7ED	2
20466	1	2184	8ED	2
20467	1	2343	WTH	4
20468	1	2351	WTH	1
20469	1	2265	WTH	4
20470	1	2276	WTH	2
20471	1	2278	M10	4
20472	1	2229	WTH	4
20473	1	2241	WTH	1
20474	1	2243	WTH	1
20475	1	2252	WTH	1
20476	1	2256	WTH	1
20477	1	2316	HOP	1
20478	1	2319	DDG	1
20479	1	2320	HOP	1
20480	1	2320	DDG	1
20481	1	2320	DD2	1
20482	1	2324	M13	1
20483	1	2325	WTH	4
20484	1	2332	WTH	1
20485	1	2340	AVR	2
20486	1	2340	PD2	1
20487	1	2382	WTH	1
20488	1	2445	TMP	1
20489	1	2450	TMP	1
20490	1	2462	TMP	1
20491	1	2474	TSB	1
20492	1	2580	TMP	4
20493	1	2607	TMP	1
20494	1	2619	TMP	2
20495	1	2400	TMP	1
20496	1	2402	TMP	4
20497	1	2406	TMP	4
20498	1	2547	TMP	1
20499	1	2551	7ED	1
20500	1	2553	CMD	1
20501	1	2569	TMP	1
20502	1	2670	TMP	1
20503	1	2678	INV	1
20504	1	2682	DD2	1
20505	1	2682	TMP	4
20506	1	2686	HOP	1
20507	1	2687	TMP	2
20508	1	2409	PD2	2
20509	1	2416	PD2	2
20510	1	2424	HOP	2
20511	1	2424	TMP	1
20512	1	2432	PD2	1
20513	1	2434	TMP	1
20514	1	2638	ZEN	5
20515	1	2643	TMP	1
20516	1	2649	DDD	1
20517	1	2649	M10	3
20518	1	2660	TMP	4
20519	1	2667	HOP	1
20520	1	2542	DDI	1
20521	1	2537	TMP	4
20522	1	2545	TSB	1
20523	1	2482	TMP	1
20524	1	2490	TMP	1
20525	1	2495	TMP	1
20526	1	2508	NPH	4
20527	1	2508	M13	1
20528	1	2510	TMP	1
20529	1	2528	SHM	1
20530	1	2789	STH	1
20531	1	2800	ROE	3
20532	1	2800	GTC	1
20533	1	2722	M11	4
20534	1	2735	STH	1
20535	1	2698	HOP	1
20536	1	2698	8ED	1
20537	1	2699	STH	1
20538	1	2700	M10	4
20539	1	2711	STH	2
20540	1	2764	9ED	3
20541	1	2765	M11	6
20542	1	2765	DKA	4
20543	1	2775	STH	1
20544	1	2775	PD2	2
20545	1	2775	M13	4
20546	1	2781	ONS	2
20547	1	2745	ISD	2
20548	1	2745	STH	3
20549	1	2746	9ED	4
20550	1	2747	STH	1
20551	1	2812	STH	1
20552	1	2914	DDG	1
20553	1	2928	GTC	4
20554	1	2937	M11	4
20555	1	2846	M13	4
20556	1	2902	M11	3
20557	1	2905	SCG	2
20558	1	2938	EXO	1
20559	1	2949	EXO	1
20560	1	2952	EXO	1
20561	1	2956	HOP	1
20562	1	2956	M10	3
20563	1	2964	ISD	4
20564	1	2981	ODY	4
20565	1	2984	9ED	1
20566	1	2999	EXO	1
20567	1	3000	EXO	1
20568	1	3005	EXO	1
20569	1	3008	EXO	2
20570	1	3013	ODY	3
20571	1	3013	EXO	1
20572	1	3017	EXO	3
20573	1	3021	CON	1
20574	1	3026	EXO	2
20575	1	3027	TSB	2
20576	1	3027	EXO	2
20577	1	3029	PD2	1
20578	1	3040	ODY	3
20579	1	3040	EXO	1
20580	1	3045	EXO	1
20581	1	3047	EXO	2
20582	1	3063	EXO	2
20583	1	3063	8ED	1
20584	1	3068	EXO	1
20585	1	3162	USG	4
20586	1	3165	HOP	1
20587	1	3165	CMD	1
20588	1	3167	ONS	1
20589	1	3171	7ED	1
20590	1	3174	8ED	1
20591	1	3174	M13	1
20592	1	3317	USG	1
20593	1	3330	USG	1
20594	1	3333	USG	1
20595	1	3337	M13	1
20596	1	3358	8ED	1
20597	1	3359	M10	1
20598	1	3361	USG	4
20599	1	3365	M13	2
20600	1	3368	USG	1
20601	1	3372	USG	2
20602	1	3391	USG	1
20603	1	3405	CHK	1
20604	1	3412	M11	4
20605	1	3417	USG	1
20606	1	3419	M11	1
20607	1	3419	M13	4
20608	1	3419	M10	5
20609	1	3423	USG	3
20610	1	3434	USG	2
20611	1	3460	HOP	1
20612	1	3186	HOP	1
20613	1	3188	RAV	1
20614	1	3192	ROE	5
20615	1	3193	USG	4
20616	1	3207	M11	1
20617	1	3207	DDG	1
20618	1	3205	DDG	1
20619	1	3213	USG	1
20620	1	3221	DDD	2
20621	1	3222	USG	1
20622	1	3233	USG	1
20623	1	3235	USG	1
20624	1	3239	8ED	1
20625	1	3240	HOP	1
20626	1	3240	INV	4
20627	1	3242	USG	1
20628	1	3247	USG	1
20629	1	3251	USG	1
20630	1	3260	USG	2
20631	1	3277	TSB	1
20632	1	3293	USG	1
20633	1	3299	USG	2
20634	1	3300	M11	2
20635	1	3306	USG	4
20636	1	3309	USG	1
20637	1	3310	USG	1
20638	1	3313	DDD	2
20639	1	3313	USG	2
20640	1	3314	USG	2
20641	1	3472	M13	3
20642	1	3479	CMD	1
20643	1	3492	ULG	1
20644	1	3500	M12	1
20645	1	3527	ULG	1
20646	1	3534	ONS	1
20647	1	3539	TSB	1
20648	1	3539	ULG	1
20649	1	3551	DDI	1
20650	1	3566	ULG	1
20651	1	3573	DDD	2
20652	1	3573	ARC	1
20653	1	3604	PD2	1
20654	1	3606	DDG	1
20655	1	3606	DDD	1
20656	1	3782	UDS	1
20657	1	3794	UDS	1
20658	1	3796	UDS	3
20659	1	3803	UDS	4
20660	1	3803	DDI	1
20661	1	3806	9ED	2
20662	1	3806	8ED	2
20663	1	3809	UDS	1
20664	1	3831	UDS	1
20665	1	3846	HOP	1
20666	1	3846	UDS	3
20667	1	3846	PD2	1
20668	1	3854	M13	2
20669	1	3862	UDS	2
20670	1	3865	UDS	1
20671	1	3865	TSB	2
20672	1	3865	ARC	1
20673	1	3877	BOK	2
20674	1	3878	ONS	2
20675	1	3880	UDS	4
20676	1	3881	UDS	1
20677	1	3887	8ED	1
20678	1	3895	ARC	1
20679	1	3897	M12	3
20680	1	3909	10E	2
20681	1	3920	DDG	1
20682	1	3928	SOM	6
20683	1	3928	RTR	1
20684	1	3941	MMQ	1
20685	1	4119	MMQ	1
20686	1	4128	MMQ	1
20687	1	4130	MMQ	1
20688	1	4134	MMQ	1
20689	1	4139	MMQ	3
20690	1	4150	MMQ	1
20691	1	4170	MMQ	2
20692	1	4174	MMQ	2
20693	1	4183	MMQ	1
20694	1	4188	MMQ	1
20695	1	4193	MMQ	1
20696	1	4198	MMQ	1
20697	1	4213	8ED	1
20698	1	4224	ROE	4
20699	1	4226	MMQ	1
20700	1	4227	ROE	4
20701	1	3946	HOP	1
20702	1	3946	GTC	1
20703	1	3965	DDI	1
20704	1	3981	ARC	1
20705	1	3984	MMQ	1
20706	1	3988	MMQ	4
20707	1	3995	MMQ	1
20708	1	4006	MMQ	4
20709	1	4010	DDD	1
20710	1	4017	M13	2
20711	1	4024	HOP	1
20712	1	4028	DDG	1
20713	1	4029	MMQ	1
20714	1	4037	MMQ	2
20715	1	4037	DDD	2
20716	1	4049	DDG	1
20717	1	4061	MMQ	1
20718	1	4242	NMS	1
20719	1	4251	NMS	2
20720	1	4284	NMS	1
20721	1	4290	NMS	1
20722	1	4293	NMS	1
20723	1	4295	NMS	1
20724	1	4296	NMS	4
20725	1	4304	DIS	3
20726	1	4309	NMS	1
20727	1	4313	DDI	1
20728	1	4322	NMS	1
20729	1	4330	NMS	1
20730	1	4332	DIS	4
20731	1	4336	NMS	4
20732	1	4336	DDD	2
20733	1	4346	8ED	1
20734	1	4347	NMS	3
20735	1	4348	NMS	1
20736	1	4351	NMS	1
20737	1	4354	NMS	4
20738	1	4361	NMS	1
20739	1	4363	NMS	1
20740	1	4377	DD2	1
20741	1	4379	PCY	1
20742	1	4384	PCY	1
20743	1	4422	PCY	2
20744	1	4426	8ED	3
20745	1	4440	PCY	1
20746	1	4445	PCY	1
20747	1	4451	10E	1
20748	1	4463	PCY	1
20749	1	4474	PCY	1
20750	1	4488	PCY	1
20751	1	4489	PCY	1
20752	1	4503	PCY	4
20753	1	4506	DIS	1
20754	1	4519	PCY	1
20755	1	4525	INV	1
20756	1	4526	DDG	1
20757	1	4698	INV	1
20758	1	4708	INV	1
20759	1	4733	INV	4
20760	1	4744	RTR	3
20761	1	4751	CON	1
20762	1	4758	RTR	1
20763	1	4762	INV	1
20764	1	4783	INV	1
20765	1	4785	INV	1
20766	1	4786	INV	1
20767	1	4796	DDG	1
20768	1	4796	ARC	1
20769	1	4796	INV	3
20770	1	4801	INV	1
20771	1	4823	INV	1
20772	1	4548	INV	1
20773	1	4554	ARC	1
20774	1	4554	10E	1
20775	1	4561	INV	3
20776	1	4563	INV	3
20777	1	4564	INV	1
20778	1	4567	INV	2
20779	1	4568	INV	1
20780	1	4573	ARC	1
20781	1	4573	INV	1
20782	1	4581	DDI	1
20783	1	4582	ARC	1
20784	1	4582	INV	3
20785	1	4586	INV	1
20786	1	4589	INV	4
20787	1	4591	INV	1
20788	1	4596	DDE	1
20789	1	4599	HOP	1
20790	1	4599	ARC	1
20791	1	4599	INV	2
20792	1	4600	GTC	1
20793	1	4603	DDG	1
20794	1	4603	RTR	2
20795	1	4603	ARC	1
20796	1	4620	INV	1
20797	1	4630	INV	1
20798	1	4632	INV	1
20799	1	4636	INV	2
20800	1	4649	HOP	1
20801	1	4650	HOP	1
20802	1	4651	ARC	1
20803	1	4652	ARC	1
20804	1	4683	HOP	2
20805	1	4844	PLS	2
20806	1	4852	PLS	3
20807	1	4854	CMD	1
20808	1	4855	PLS	3
20809	1	4871	PLS	3
20810	1	4883	PLS	4
20811	1	4884	PLS	1
20812	1	4895	HOP	1
20813	1	4895	PLS	1
20814	1	4908	PLS	3
20815	1	4911	PLS	4
20816	1	4920	PLS	1
20817	1	4929	PLS	4
20818	1	4930	PLS	4
20819	1	4932	PLS	3
20820	1	4942	PLS	1
20821	1	4943	PLS	2
20822	1	4945	PLS	2
20823	1	4946	HOP	1
20824	1	4953	PLS	2
20825	1	4958	DDI	1
20826	1	4959	PLS	4
20827	1	4960	PLS	2
20828	1	4963	CMD	1
20829	1	4963	ARB	4
20830	1	4969	8ED	1
20831	1	4976	PLS	1
20832	1	4977	PLS	1
20833	1	4993	HOP	1
20834	1	4993	CMD	1
20835	1	4993	APC	1
20836	1	5003	M13	4
20837	1	5025	9ED	1
20838	1	5026	APC	1
20839	1	5027	MBS	4
20840	1	5033	DDI	1
20841	1	5036	DDI	1
20842	1	5047	RAV	1
20843	1	5050	APC	2
20844	1	5070	HOP	1
20845	1	5074	APC	2
20846	1	5075	APC	1
20847	1	5090	TSB	1
20848	1	5096	APC	4
20849	1	5101	APC	1
20850	1	5114	HOP	1
20851	1	5115	HOP	1
20852	1	5116	APC	1
20853	1	5117	TSB	1
20854	1	5130	ODY	4
20855	1	5144	ODY	1
20856	1	5321	ODY	2
20857	1	5331	ODY	4
20858	1	5340	M13	4
20859	1	5342	ODY	1
20860	1	5351	10E	3
20861	1	5366	ODY	1
20862	1	5368	ODY	1
20863	1	5373	RTR	1
20864	1	5382	ODY	1
20865	1	5387	ODY	1
20866	1	5394	AVR	1
20867	1	5398	M11	4
20868	1	5398	CMD	1
20869	1	5415	ODY	1
20870	1	5420	9ED	1
20871	1	5438	M12	2
20872	1	5441	ODY	1
20873	1	5148	AVR	1
20874	1	5148	M11	3
20875	1	5148	ZEN	1
20876	1	5155	GTC	1
20877	1	5158	ODY	4
20878	1	5169	ODY	4
20879	1	5180	HOP	1
20880	1	5180	ODY	4
20881	1	5184	ODY	1
20882	1	5192	DDI	1
20883	1	5195	ODY	3
20884	1	5195	DDD	1
20885	1	5200	ODY	3
20886	1	5209	HOP	1
20887	1	5215	ODY	4
20888	1	5221	ODY	1
20889	1	5228	ODY	1
20890	1	5230	ODY	1
20891	1	5243	ODY	2
20892	1	5246	ODY	4
20893	1	5246	DDD	2
20894	1	5260	ODY	1
20895	1	5266	TSB	1
20896	1	5275	PD2	1
20897	1	5481	TOR	1
20898	1	5502	TOR	4
20899	1	5507	TOR	4
20900	1	5517	ZEN	2
20901	1	5518	TOR	1
20902	1	5525	TOR	4
20903	1	5527	TOR	1
20904	1	5543	TOR	2
20905	1	5546	PD2	1
20906	1	5555	TOR	1
20907	1	5561	TOR	4
20908	1	5562	DDG	1
20909	1	5563	TOR	1
20910	1	5564	TOR	1
20911	1	5567	DDD	2
20912	1	5571	TOR	4
20913	1	5572	TOR	2
20914	1	5576	TOR	3
20915	1	5582	TOR	2
20916	1	5597	JUD	1
20917	1	5603	JUD	1
20918	1	5606	JUD	3
20919	1	5608	DKA	4
20920	1	5616	9ED	2
20921	1	5616	JUD	1
20922	1	5616	10E	1
20923	1	5629	JUD	4
20924	1	5631	JUD	4
20925	1	5634	JUD	4
20926	1	5636	JUD	1
20927	1	5641	JUD	1
20928	1	5645	JUD	4
20929	1	5665	CMD	1
20930	1	5665	DDI	1
20931	1	5666	JUD	1
20932	1	5670	HOP	1
20933	1	5670	PD2	1
20934	1	5676	JUD	1
20935	1	5682	JUD	4
20936	1	5685	JUD	1
20937	1	5698	JUD	1
20938	1	5699	DDD	1
20939	1	5705	JUD	1
20940	1	5706	JUD	1
20941	1	5727	JUD	2
20942	1	5728	JUD	1
20943	1	5728	ARC	1
20944	1	5729	JUD	1
20945	1	5729	ARC	1
20946	1	5731	ONS	1
20947	1	5732	HOP	1
20948	1	5732	CMD	1
20949	1	5734	ONS	4
20950	1	5738	ONS	1
20951	1	5742	ONS	1
20952	1	5748	ONS	1
20953	1	5749	ONS	2
20954	1	5750	ONS	2
20955	1	5897	ONS	3
20956	1	5900	ROE	4
20957	1	5900	ONS	2
20958	1	5902	ONS	2
20959	1	5904	ONS	2
20960	1	5906	ROE	2
20961	1	5906	ONS	1
20962	1	5907	ONS	2
20963	1	5909	ONS	1
20964	1	5910	ONS	1
20965	1	5911	ONS	1
20966	1	5913	ONS	1
20967	1	5914	ONS	2
20968	1	5916	ONS	3
20969	1	5924	ONS	4
20970	1	5925	CMD	1
20971	1	5929	ONS	1
20972	1	5933	ONS	2
20973	1	5936	ONS	2
20974	1	5938	ONS	1
20975	1	5939	ONS	1
20976	1	5942	ONS	2
20977	1	5944	ONS	1
20978	1	5947	ONS	1
20979	1	5948	ONS	1
20980	1	5950	ONS	2
20981	1	5951	ONS	1
20982	1	5954	ONS	2
20983	1	5955	ONS	2
20984	1	5961	ONS	2
20985	1	5963	ONS	1
20986	1	5964	ONS	1
20987	1	5965	ONS	1
20988	1	5971	ONS	1
20989	1	5973	ONS	1
20990	1	5978	ONS	2
20991	1	5981	ONS	1
20992	1	5982	ONS	1
20993	1	5983	ONS	1
20994	1	5984	ONS	1
20995	1	5985	ONS	1
20996	1	5987	ONS	1
20997	1	5995	ONS	1
20998	1	5997	ONS	4
20999	1	5999	ONS	2
21000	1	6002	ONS	1
21001	1	6003	ONS	2
21002	1	6006	ONS	1
21003	1	6007	ONS	1
21004	1	6010	ONS	1
21005	1	6011	ONS	1
21006	1	6020	ONS	5
21007	1	6026	ONS	1
21008	1	6029	ALA	4
21009	1	6031	ONS	4
21010	1	6033	ONS	2
21011	1	6034	ONS	2
21012	1	6040	ONS	1
21013	1	6041	ONS	1
21014	1	6044	ONS	1
21015	1	6046	CMD	1
21016	1	6046	ONS	6
21017	1	6047	ONS	1
21018	1	6050	ONS	1
21019	1	5753	ONS	4
21020	1	5754	ONS	2
21021	1	5756	ONS	1
21022	1	5757	ONS	4
21023	1	5758	ARC	1
21024	1	5760	ONS	2
21025	1	5761	ONS	2
21026	1	5764	ONS	2
21027	1	5768	10E	1
21028	1	5769	ONS	1
21029	1	5770	ONS	1
21030	1	5771	ONS	3
21031	1	5772	ONS	1
21032	1	5779	ONS	4
21033	1	5780	ONS	4
21034	1	5782	ONS	3
21035	1	5783	HOP	1
21036	1	5785	ONS	1
21037	1	5786	ONS	4
21038	1	5788	HOP	1
21039	1	5789	ONS	2
21040	1	5790	ONS	2
21041	1	5793	HOP	1
21042	1	5795	ONS	1
21043	1	5796	ARC	1
21044	1	5798	DDG	1
21045	1	5800	ONS	1
21046	1	5801	ONS	1
21047	1	5802	ONS	4
21048	1	5803	ONS	4
21049	1	5805	ONS	1
21050	1	5806	ONS	1
21051	1	5807	ONS	2
21052	1	5808	ONS	1
21053	1	5809	ONS	4
21054	1	5810	ONS	1
21055	1	5814	ONS	1
21056	1	5816	ONS	1
21057	1	5817	ONS	1
21058	1	5819	ONS	1
21059	1	5820	ONS	1
21060	1	5821	ONS	2
21061	1	5824	ONS	3
21062	1	5827	MOR	3
21063	1	5827	ONS	2
21064	1	5830	HOP	1
21065	1	5830	ONS	1
21066	1	5833	ONS	3
21067	1	5834	ONS	2
21068	1	5835	ARC	1
21069	1	5836	ONS	1
21070	1	5837	ONS	1
21071	1	5838	ONS	2
21072	1	5839	ONS	4
21073	1	5839	DDD	1
21074	1	5839	ARC	1
21075	1	5840	ONS	1
21076	1	5841	ONS	1
21077	1	5842	ROE	1
21078	1	5842	M11	3
21079	1	5842	ONS	1
21080	1	5842	ALA	3
21081	1	5842	GTC	2
21082	1	5842	M13	1
21083	1	5842	M10	5
21084	1	5843	ONS	3
21085	1	5845	ONS	3
21086	1	5845	DDD	1
21087	1	5848	ONS	1
21088	1	5850	ONS	1
21089	1	5851	ONS	2
21090	1	5854	ONS	1
21091	1	5855	ONS	1
21092	1	5858	ONS	1
21093	1	5860	HOP	1
21094	1	5860	ONS	2
21095	1	5861	ONS	1
21096	1	5862	ONS	1
21097	1	5865	ONS	3
21098	1	5866	ONS	1
21099	1	5867	ONS	4
21100	1	5869	ONS	2
21101	1	5870	ONS	2
21102	1	5870	DDD	2
21103	1	5875	ONS	1
21104	1	5878	CMD	1
21105	1	5878	ONS	4
21106	1	5880	ONS	4
21107	1	5883	CMD	1
21108	1	5883	ONS	4
21109	1	5884	ONS	2
21110	1	5887	ONS	1
21111	1	5889	ONS	1
21112	1	5890	CMD	1
21113	1	5890	ONS	4
21114	1	5890	ARC	1
21115	1	5892	ONS	4
21116	1	5892	ARC	1
21117	1	6052	LGN	1
21118	1	6059	LGN	1
21119	1	6062	LGN	1
21120	1	6066	LGN	2
21121	1	6069	LGN	1
21122	1	6070	LGN	1
21123	1	6078	LGN	1
21124	1	6082	LGN	1
21125	1	6083	LGN	1
21126	1	6085	LGN	1
21127	1	6086	LGN	1
21128	1	6089	LGN	1
21129	1	6090	LGN	1
21130	1	6093	LGN	1
21131	1	6095	LGN	1
21132	1	6105	LGN	1
21133	1	6108	LGN	1
21134	1	6109	LGN	4
21135	1	6113	LGN	1
21136	1	6115	LGN	4
21137	1	6116	LGN	1
21138	1	6118	LGN	1
21139	1	6119	LGN	1
21140	1	6121	LGN	1
21141	1	6125	LGN	1
21142	1	6128	LGN	1
21143	1	6129	LGN	1
21144	1	6131	LGN	1
21145	1	6138	LGN	4
21146	1	6139	EVG	1
21147	1	6139	LGN	2
21148	1	6140	LGN	3
21149	1	6141	LGN	1
21150	1	6142	LGN	1
21151	1	6144	LGN	1
21152	1	6147	LGN	1
21153	1	6150	LGN	3
21154	1	6152	ARC	1
21155	1	6153	DDG	1
21156	1	6153	ARC	1
21157	1	6155	LGN	2
21158	1	6159	LGN	1
21159	1	6162	LGN	1
21160	1	6162	ARC	1
21161	1	6163	LGN	2
21162	1	6166	LGN	1
